"ZDB-GENE-091113-6","ank1b","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-050208-133","si:ch211-126j24.1","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-141222-100","si:ch211-139a5.9","GO:0099106","","ion channel regulator activity","Danio rerio","IEA"
"ZDB-GENE-131118-33","si:ch211-210b2.2","GO:0010359","","regulation of anion channel activity","Danio rerio","IBA"
"ZDB-GENE-131118-33","si:ch211-210b2.2","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-131122-13","si:ch211-210b2.3","GO:0010359","","regulation of anion channel activity","Danio rerio","IBA"
"ZDB-GENE-131122-13","si:ch211-210b2.3","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-131122-12","si:ch211-210b2.4","GO:0010359","","regulation of anion channel activity","Danio rerio","IBA"
"ZDB-GENE-131122-12","si:ch211-210b2.4","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-060503-783","si:ch211-225p5.8","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-060809-5","si:ch211-251b21.1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060809-5","si:ch211-251b21.1","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IBA"
"ZDB-GENE-060809-5","si:ch211-251b21.1","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060809-5","si:ch211-251b21.1","GO:1904315","","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential","Danio rerio","IBA"
"ZDB-GENE-131121-244","si:ch211-256e16.10","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131121-244","si:ch211-256e16.10","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131121-244","si:ch211-256e16.10","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131121-267","si:ch211-256e16.4","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131121-267","si:ch211-256e16.4","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131121-267","si:ch211-256e16.4","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131121-456","si:ch211-256e16.6","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131121-456","si:ch211-256e16.6","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131121-456","si:ch211-256e16.6","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131127-298","si:ch211-256e16.7","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131127-389","si:ch211-256e16.8","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131127-389","si:ch211-256e16.8","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131127-389","si:ch211-256e16.8","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-081104-209","si:ch211-264f5.8","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IBA"
"ZDB-GENE-081104-209","si:ch211-264f5.8","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IBA"
"ZDB-GENE-081104-209","si:ch211-264f5.8","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-081104-209","si:ch211-264f5.8","GO:1904315","","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential","Danio rerio","IBA"
"ZDB-GENE-060503-606","si:ch211-39a7.1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060503-606","si:ch211-39a7.1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060503-606","si:ch211-39a7.1","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060503-606","si:ch211-39a7.1","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-141215-32","si:ch73-193i2.2","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-141215-32","si:ch73-193i2.2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-141215-32","si:ch73-193i2.2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-091204-184","si:ch73-334d15.4","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-091204-184","si:ch73-334d15.4","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-141212-126","si:ch73-338d8.5","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-110411-182","si:ch73-362i18.1","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-110411-182","si:ch73-362i18.1","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-090313-161","si:ch73-380n15.2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090313-161","si:ch73-380n15.2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090313-161","si:ch73-380n15.2","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090313-161","si:ch73-380n15.2","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-110411-241","si:ch73-390b10.2","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IBA"
"ZDB-GENE-070912-361","si:dkey-11f4.7","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-070912-361","si:dkey-11f4.7","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-070912-361","si:dkey-11f4.7","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IEA"
"ZDB-GENE-141216-304","si:dkey-15b23.3","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-141216-304","si:dkey-15b23.3","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-130530-729","si:dkey-183j2.10","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-130530-729","si:dkey-183j2.10","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IBA"
"ZDB-GENE-130530-729","si:dkey-183j2.10","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IBA"
"ZDB-GENE-130530-729","si:dkey-183j2.10","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-130530-729","si:dkey-183j2.10","GO:1904315","","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential","Danio rerio","IBA"
"ZDB-GENE-091113-38","si:dkey-192j17.1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-091113-38","si:dkey-192j17.1","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-100922-109","si:dkey-201i6.2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-100922-109","si:dkey-201i6.2","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131121-545","si:dkey-262k9.4","GO:0099106","","ion channel regulator activity","Danio rerio","IEA"
"ZDB-GENE-030131-33","si:dkey-33i11.4","GO:0099106","","ion channel regulator activity","Danio rerio","IEA"
"ZDB-GENE-131127-316","si:dkey-36i7.3","GO:0099106","","ion channel regulator activity","Danio rerio","IEA"
"ZDB-GENE-120215-82","si:dkey-43k4.5","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-120215-82","si:dkey-43k4.5","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-130603-90","si:dkey-49c17.4","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-130603-90","si:dkey-49c17.4","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-130603-90","si:dkey-49c17.4","GO:0005230","","extracellular ligand-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-121214-255","si:dkey-52j6.3","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-121214-255","si:dkey-52j6.3","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-131121-272","si:dkey-56f14.4","GO:0099106","","ion channel regulator activity","Danio rerio","IEA"
"ZDB-GENE-060503-651","si:dkeyp-122a9.1","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-090312-195","si:dkeyp-80c12.5","GO:0005227","","calcium activated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-090312-195","si:dkeyp-80c12.5","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090312-195","si:dkeyp-80c12.5","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-070912-704","si:rp71-39b20.4","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070912-704","si:rp71-39b20.4","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131121-459","stac","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-060526-261","tmc1","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-060526-261","tmc1","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-060526-280","tmc2a","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-060526-280","tmc2a","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-060526-262","tmc2b","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-060526-262","tmc2b","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-030131-7489","tmc4","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-030131-7489","tmc4","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-120411-6","tmc5","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-120411-6","tmc5","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-081114-3","tmc6a","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-081114-3","tmc6a","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-040718-460","tmc6b","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-040718-460","tmc6b","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-081114-2","tmc8","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-081114-2","tmc8","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IBA"
"ZDB-GENE-070112-2382","tmem266","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040426-2208","tmem37","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040426-1888","tmem38a","GO:0005261","","cation channel activity","Danio rerio","IEA"
"ZDB-GENE-040426-807","tmem38b","GO:0005261","","cation channel activity","Danio rerio","IEA"
"ZDB-GENE-041210-107","tmem63a","GO:0005227","","calcium activated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-030131-4320","tmem63ba","GO:0005227","","calcium activated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-120928-2","tmem63c","GO:0005227","","calcium activated cation channel activity","Danio rerio","IBA"
"ZDB-GENE-060526-199","tpcn1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061103-202","tpcn2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061103-202","tpcn2","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-141215-16","tpcn3","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030131-5503","tpte","GO:0005216","","ion channel activity","Danio rerio","IDA"
"ZDB-GENE-030131-5503","tpte","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050105-6","trpa1a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050105-6","trpa1a","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","IMP"
"ZDB-GENE-050105-6","trpa1a","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IDA"
"ZDB-GENE-050106-1","trpa1b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050106-1","trpa1b","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","ISS"
"ZDB-GENE-050106-1","trpa1b","GO:0015276","","ligand-gated ion channel activity","Danio rerio","IDA"
"ZDB-GENE-070830-1","trpc1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070830-1","trpc1","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-130530-602","trpc2a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050712-3","trpc2b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-050712-3","trpc2b","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-140129-1","trpc3","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-140129-1","trpc3","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-131217-1","trpc4a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-131217-1","trpc4a","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-120329-1","trpc4b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-120329-1","trpc4b","GO:0005261","","cation channel activity","Danio rerio","IDA"
"ZDB-GENE-120329-1","trpc4b","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-040812-1","trpc5a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040812-1","trpc5a","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-091112-24","trpc5b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-091112-24","trpc5b","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-040724-114","trpc6a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040724-114","trpc6a","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-040724-114","trpc6a","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-081030-19","trpc6b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-081030-19","trpc6b","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-091113-40","trpc7a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-091113-40","trpc7a","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-140129-2","trpc7b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-140129-2","trpc7b","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-070112-1372","trpm1a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-070112-1372","trpm1a","GO:0005261","","cation channel activity","Danio rerio","IEA"
"ZDB-GENE-070424-31","trpm1b","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061214-4","trpm2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061214-4","trpm2","GO:0005261","","cation channel activity","Danio rerio","IEA"
"ZDB-GENE-060531-95","trpm3","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060531-95","trpm3","GO:0005227","","calcium activated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-090302-3","trpm4a","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-090302-3","trpm4a","GO:0005227","","calcium activated cation channel activity","Danio rerio","IDA"
"ZDB-GENE-090302-3","trpm4a","GO:0005227","","calcium activated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-061214-3","trpm4b.1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061214-3","trpm4b.1","GO:0005227","","calcium activated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-061214-2","trpm4b.2","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-061214-2","trpm4b.2","GO:0005227","","calcium activated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-060503-736","trpm5","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-060503-736","trpm5","GO:0005227","","calcium activated cation channel activity","Danio rerio","IEA"
"ZDB-GENE-111212-1","trpm6","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-111212-1","trpm6","GO:0005261","","cation channel activity","Danio rerio","IEA"
"ZDB-GENE-021115-2","trpm7","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-021115-2","trpm7","GO:0005261","","cation channel activity","Danio rerio","IEA"
"ZDB-GENE-030728-7","trpn1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030728-7","trpn1","GO:0008381","","mechanosensitive ion channel activity","Danio rerio","ISS"
"ZDB-GENE-030912-8","trpv1","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-030912-8","trpv1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030912-8","trpv1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030912-8","trpv1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030912-8","trpv1","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030912-7","trpv4","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-030912-7","trpv4","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030912-7","trpv4","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030912-7","trpv4","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030912-7","trpv4","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040624-12","trpv6","GO:0005216","","ion channel activity","Danio rerio","IBA"
"ZDB-GENE-040624-12","trpv6","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-040624-12","trpv6","GO:0005216","","ion channel activity","Danio rerio","IEA"
"ZDB-GENE-140106-167","unc80","GO:0005261","","cation channel activity","Danio rerio","IBA"
"ZDB-GENE-140106-167","unc80","GO:0034703","","cation channel complex","Danio rerio","IBA"
"ZDB-GENE-030131-6514","vdac1","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IBA"
"ZDB-GENE-030131-6514","vdac1","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IEA"
"ZDB-GENE-030131-6514","vdac1","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IEA"
"ZDB-GENE-030131-845","vdac2","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IBA"
"ZDB-GENE-030131-845","vdac2","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IEA"
"ZDB-GENE-040426-2380","vdac3","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IBA"
"ZDB-GENE-040426-2380","vdac3","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IEA"
"ZDB-GENE-040426-2380","vdac3","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IEA"
"ZDB-GENE-070424-22","zgc:162160","GO:0005244","","voltage-gated ion channel activity","Danio rerio","IEA"
"ZDB-GENE-030131-2035","zgc:162193","GO:0010359","","regulation of anion channel activity","Danio rerio","IBA"
"ZDB-GENE-030131-2035","zgc:162193","GO:0044325","","ion channel binding","Danio rerio","IBA"
"ZDB-GENE-040426-954","zgc:56235","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IBA"
"ZDB-GENE-040426-954","zgc:56235","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IBA"
"ZDB-GENE-040426-954","zgc:56235","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IEA"
"ZDB-GENE-040426-954","zgc:56235","GO:0008308","","voltage-gated anion channel activity","Danio rerio","IEA"
